"lemma","lemma_key","seed_class","revised_class","category_source","personhood_profile","anchor_recommendation","notes","anchor_bucket","prob_pronoun","prob_determinative","predicted_class","boundary_uncertainty","mean_jaccard_to_pronoun_anchors","mean_jaccard_to_determinative_anchors","distance_advantage_pronoun","nearest_pronoun_anchor","nearest_pronoun_distance","nearest_determinative_anchor","nearest_determinative_distance","mds1","mds2"
"no","no","determinative","determinative","matrix_clean_seed","gender_neutral","retain","","clear_determinative_anchor",0.311795616404354,0.688204383595646,"determinative",0.623591232808709,0.90030315393047,0.760979390466865,-0.139323763463605,"my",0.808510638297872,"zero_det",0.580645161290323,-0.299710193679911,0.211260737571427
"none","none","determinative","determinative","matrix_clean_seed","gender_neutral","retain","","clear_determinative_anchor",0.337693327153479,0.662306672846521,"determinative",0.675386654306958,0.802151361469309,0.675999297686804,-0.126152063782505,"one_pron",0.71875,"nothing",0.40625,-0.223493845563937,-0.168037458777153
"nobody","nobody","determinative","determinative","matrix_clean_seed","personal_epicene","retain","","clear_determinative_anchor",0.348986076682706,0.651013923317294,"determinative",0.697972153365412,0.75523952686946,0.662636687179578,-0.092602839689882,"one_pron",0.647058823529412,"no_one",0.103448275862069,-0.146451105498938,-0.282617943608228
"no_one","no_one","determinative","determinative","matrix_clean_seed","personal_epicene","retain","","clear_determinative_anchor",0.34804390427608,0.65195609572392,"determinative",0.69608780855216,0.758617264416067,0.668729189152266,-0.0898880752638017,"one_pron",0.61764705882353,"nobody",0.103448275862069,-0.145627375548421,-0.282818365901531
"nothing","nothing","determinative","determinative","matrix_clean_seed","non_personal_general","retain","","clear_determinative_anchor",0.31174534286131,0.68825465713869,"determinative",0.623490685722619,0.802342740992907,0.649069987192334,-0.153272753800572,"itself",0.697674418604651,"something",0.25,-0.246170976047258,-0.248898727721366
"nowhere","nowhere","determinative","determinative","matrix_clean_seed","non_personal_locative","retain","","clear_determinative_anchor",0.319211056375056,0.680788943624944,"determinative",0.638422112750112,0.854693725854188,0.721627376610534,-0.133066349243654,"itself",0.743589743589744,"somewhere",0.291666666666667,-0.233561428461866,-0.290498931510631
"one_det","one_det","determinative","determinative","matrix_clean_seed","gender_neutral","retain","","clear_determinative_anchor",0.279920847465746,0.720079152534254,"determinative",0.559841694931491,0.831487461951358,0.662189843860851,-0.169297618090507,"his",0.754385964912281,"three_det",0.325,-0.308582255108363,0.0371908104518365
"two_det","two_det","determinative","determinative","matrix_clean_seed","gender_neutral","retain","","clear_determinative_anchor",0.290617464611269,0.709382535388731,"determinative",0.581234929222538,0.799819058576922,0.629154410657395,-0.170664647919528,"his",0.709090909090909,"three_det",0.0294117647058824,-0.290203221253326,0.16620701520645
"three_det","three_det","determinative","determinative","matrix_clean_seed","gender_neutral","retain","","clear_determinative_anchor",0.296489316961312,0.703510683038688,"determinative",0.592978633922623,0.796024833972107,0.622728423531864,-0.173296410440243,"his",0.703703703703704,"two_det",0.0294117647058824,-0.291751562386299,0.168601872565429
"once","once","determinative","determinative","matrix_clean_seed","non_personal_temporal","retain","","clear_determinative_anchor",0.336346806004304,0.663653193995696,"determinative",0.672693612008608,0.827452337561174,0.705729314214378,-0.121723023346796,"his",0.755102040816326,"twice",0.285714285714286,-0.210189850792629,-0.161554660171349
"twice","twice","determinative","determinative","matrix_clean_seed","non_personal_temporal","retain","","clear_determinative_anchor",0.327143554758742,0.672856445241258,"determinative",0.654287109517484,0.833012045438355,0.714655816479929,-0.118356228958426,"yours_plur",0.769230769230769,"thrice",0.08,-0.206496632178914,-0.0799720067614817
"thrice","thrice","determinative","determinative","matrix_clean_seed","non_personal_temporal","retain","","clear_determinative_anchor",0.335945132611093,0.664054867388907,"determinative",0.671890265222186,0.828297384050788,0.714501671591115,-0.113795712459673,"theirs_plur",0.75,"twice",0.08,-0.196429304473428,-0.0713972789784905
"several","several","determinative","determinative","matrix_clean_seed","gender_neutral","retain","","clear_determinative_anchor",0.313856641155987,0.686143358844013,"determinative",0.627713282311975,0.802074745803224,0.637423714359026,-0.164651031444198,"us_pron",0.727272727272727,"various_det",0.259259259259259,-0.272763049657021,0.119172520123012
"some","some","determinative","determinative","matrix_clean_seed","gender_neutral","retain","","clear_determinative_anchor",0.320496840900475,0.679503159099525,"determinative",0.64099368180095,0.74698215510715,0.59317429561708,-0.153807859490071,"its",0.6,"enough",0.357142857142857,-0.255850033201739,0.0636279319446778
"somebody","somebody","determinative","determinative","matrix_clean_seed","personal_epicene","retain","","clear_determinative_anchor",0.353084764551764,0.646915235448236,"determinative",0.706169529103528,0.759620189916567,0.666876604124375,-0.092743585792192,"one_pron",0.625,"someone",0.0769230769230769,-0.143593831256909,-0.288220084099088
"someone","someone","determinative","determinative","matrix_clean_seed","personal_epicene","retain","","clear_determinative_anchor",0.358514776170555,0.641485223829445,"determinative",0.717029552341111,0.757529071315255,0.665317961616861,-0.0922111096983935,"one_pron",0.580645161290323,"somebody",0.0769230769230769,-0.144159197623677,-0.293463877271334
"something","something","determinative","determinative","matrix_clean_seed","non_personal_general","retain","","clear_determinative_anchor",0.328778014553069,0.671221985446931,"determinative",0.657556029106138,0.784359714711454,0.64932491977739,-0.135034794934064,"itself",0.65,"nothing",0.25,-0.21357683169714,-0.269525094736125
"somewhere","somewhere","determinative","determinative","matrix_clean_seed","non_personal_locative","retain","","clear_determinative_anchor",0.324994775484133,0.675005224515867,"determinative",0.649989550968265,0.86054174098173,0.725316137426558,-0.135225603555171,"itself",0.722222222222222,"nowhere",0.291666666666667,-0.23939602072937,-0.300775544836897
"somewhat","somewhat","determinative","determinative","matrix_clean_seed","gender_neutral","retain","","clear_determinative_anchor",0.338642670688574,0.661357329311426,"determinative",0.677285341377149,0.851096458103536,0.722337605634982,-0.128758852468554,"oneself",0.78125,"somebody",0.551724137931034,-0.242991847561577,-0.117033098922519
"such","such","determinative","determinative","matrix_clean_seed","gender_neutral","retain","","clear_determinative_anchor",0.35000103288264,0.64999896711736,"determinative",0.70000206576528,0.857529921650764,0.739119887794969,-0.118410033855795,"their_plur",0.731707317073171,"the",0.45,-0.225660297550856,0.264793758750113
"sufficient","sufficient","determinative","determinative","matrix_clean_seed","gender_neutral","retain","","clear_determinative_anchor",0.323186693887515,0.676813306112485,"determinative",0.646373387775029,0.853449377332121,0.71635189178188,-0.137097485550241,"his",0.765957446808511,"several",0.483870967741935,-0.263893519207926,0.11038936357997
"that","that","determinative","determinative","matrix_clean_seed","gender_neutral","retain","Generally gender-neutral with a non-personal default in fused-head use.","clear_determinative_anchor",0.390069311931641,0.609930688068359,"determinative",0.780138623863282,0.730875817082437,0.702409728341892,-0.0284660887405448,"mine",0.617021276595745,"this",0.0666666666666667,-0.0220129738868407,0.0824156055212762
"these","these","determinative","determinative","matrix_clean_seed","gender_neutral","retain","Generally gender-neutral with a non-personal default in fused-head use.","clear_determinative_anchor",0.41448255200762,0.58551744799238,"determinative",0.828965104015241,0.699212050227047,0.697288743824638,-0.00192330640240879,"mine",0.545454545454545,"those",0.0357142857142857,0.015778756438825,0.207794599299303
"this","this","determinative","determinative","matrix_clean_seed","gender_neutral","retain","Generally gender-neutral with a non-personal default in fused-head use.","clear_determinative_anchor",0.396200962302862,0.603799037697138,"determinative",0.792401924605724,0.723876398422405,0.703901253531571,-0.0199751448908337,"mine",0.58695652173913,"that",0.0666666666666667,-0.0128561379823659,0.0701759107046126
"those","those","determinative","determinative","matrix_clean_seed","gender_neutral","retain","Generally gender-neutral with a non-personal default in fused-head use.","clear_determinative_anchor",0.414762992672523,0.585237007327477,"determinative",0.829525985345047,0.70306918176503,0.701754486333694,-0.00131469543133567,"them_plur",0.538461538461538,"these",0.0357142857142857,0.0204678854421259,0.202712953315714
"the","the","determinative","determinative","matrix_clean_seed","gender_neutral","retain","","clear_determinative_anchor",0.377190212609863,0.622809787390137,"determinative",0.754380425219725,0.850719055805643,0.787959264428743,-0.0627597913769007,"their_plur",0.692307692307692,"such",0.45,-0.114144355865182,0.306454535008294
"us_det","us_det","determinative","determinative","matrix_clean_seed","personal_epicene","retain","Treated as determinative throughout; retained as a clear anchor.","clear_determinative_anchor",0.46945289382758,0.53054710617242,"determinative",0.938905787655159,0.706563180708291,0.799603770541868,0.0930405898335771,"us_pron",0.485714285714286,"we_det",0.16,0.158511629622868,0.318177503775928
"we_det","we_det","determinative","determinative","matrix_clean_seed","personal_epicene","retain","Treated as determinative throughout; retained as a clear anchor.","clear_determinative_anchor",0.463002834998518,0.536997165001482,"determinative",0.926005669997037,0.709858521939824,0.797268530199888,0.0874100082600641,"we_pron",0.484848484848485,"us_det",0.16,0.147849522080283,0.32487602949266
"you_det","you_det","determinative","determinative","matrix_clean_seed","personal_epicene","retain","Treated as determinative throughout; retained as a clear anchor.","clear_determinative_anchor",0.427890059432305,0.572109940567695,"determinative",0.855780118864611,0.738778664706875,0.757685799212293,0.0189071345054178,"you_pron_plur",0.55,"us_det",0.259259259259259,0.0417635498962127,0.327039290059565
"what_det","what_det","determinative","determinative","matrix_clean_seed","non_personal_if_pro_form__neutral_with_overt_head","retain","Treated as determinative throughout, including exclamative what a N; retained as a clear anchor.","clear_determinative_anchor",0.339066730850475,0.660933269149525,"determinative",0.678133461700951,0.867977034492535,0.76784405713178,-0.100132977360755,"my",0.75,"whatever_det",0.448275862068966,-0.215437465267429,0.248119008150088
"whatever_det","whatever_det","determinative","determinative","matrix_clean_seed","non_personal_if_pro_form__neutral_with_overt_head","retain","Treated as determinative throughout; retained as a clear anchor.","clear_determinative_anchor",0.332129952790826,0.667870047209174,"determinative",0.664259905581652,0.888432853681965,0.78878317029945,-0.099649683382514,"whosever",0.714285714285714,"whichever_rel_det",0.407407407407407,-0.231424834752988,0.0775806652845109
"which_rel_det","which_rel_det","determinative","determinative","matrix_clean_seed","non_personal_if_pro_form__neutral_with_overt_head","retain","Treated as determinative throughout; retained as a clear anchor.","clear_determinative_anchor",0.37560390176497,0.62439609823503,"determinative",0.751207803529939,0.851709248748644,0.793915446878944,-0.0577938018697007,"who_rel",0.75,"whichever_rel_det",0.333333333333333,-0.127006522969727,0.177874666921135
"which_int_det","which_int_det","determinative","determinative","matrix_clean_seed","non_personal_if_pro_form__neutral_with_overt_head","retain","Treated as determinative throughout; retained as a clear anchor.","clear_determinative_anchor",0.355038651852062,0.644961348147938,"determinative",0.710077303704123,0.781871768515482,0.686101905081021,-0.0957698634344615,"whosever",0.636363636363636,"whichever_int_det",0.193548387096774,-0.187437478829623,0.0246071933469428
"whichever_rel_det","whichever_rel_det","determinative","determinative","matrix_clean_seed","non_personal_if_pro_form__neutral_with_overt_head","retain","Treated as determinative throughout; retained as a clear anchor.","clear_determinative_anchor",0.354861302269708,0.645138697730292,"determinative",0.709722604539416,0.866384580594292,0.794501092526992,-0.0718834880673002,"whosever",0.707317073170732,"which_rel_det",0.333333333333333,-0.164301380741676,0.0525887080676634
"whichever_int_det","whichever_int_det","determinative","determinative","matrix_clean_seed","non_personal_if_pro_form__neutral_with_overt_head","retain","Treated as determinative throughout; retained as a clear anchor.","clear_determinative_anchor",0.337913676711128,0.662086323288872,"determinative",0.675827353422256,0.814386985648929,0.710442225596178,-0.103944760052752,"whosever",0.571428571428571,"which_int_det",0.193548387096774,-0.216613584042237,-0.0442702730986655
"zero_det","zero_det","determinative","determinative","matrix_clean_seed","gender_neutral","retain","","clear_determinative_anchor",0.31071896476339,0.68928103523661,"determinative",0.62143792952678,0.838420556019257,0.667542610743491,-0.170877945275767,"one_pron",0.742857142857143,"three_det",0.388888888888889,-0.311287468843461,0.0624786953104086
"various_det","various_det","determinative","determinative","matrix_clean_seed","gender_neutral","retain","","clear_determinative_anchor",0.321130384439295,0.678869615560705,"determinative",0.642260768878591,0.834334922274168,0.657813914793612,-0.176521007480556,"his",0.765957446808511,"several",0.259259259259259,-0.312298324015595,0.176688170607916
"each_other","each_other","pronoun","pronoun","matrix_clean_seed","gender_neutral","exclude","Reciprocal boundary items; exclude from clear pronoun anchors.","excluded_item",0.438012676907933,0.561987323092067,"determinative",0.876025353815866,0.71442650308433,0.76538889780885,0.0509623947245204,"themselves",0.567567567567568,"everything",0.578947368421053,0.0631086537530366,-0.206750617842158
"one_another","one_another","pronoun","pronoun","matrix_clean_seed","gender_neutral","exclude","Reciprocal boundary items; exclude from clear pronoun anchors.","excluded_item",0.429229091439137,0.570770908560863,"determinative",0.858458182878274,0.719371186753207,0.766422522331063,0.0470513355778561,"themselves",0.578947368421053,"everyone",0.58974358974359,0.0527998487746156,-0.212015320665941
"he","he","pronoun","pronoun","matrix_clean_seed","personal_masculine","retain","","clear_pronoun_anchor",0.558001656119438,0.441998343880562,"pronoun",0.883996687761123,0.597275391221422,0.834597970380985,0.237322579159563,"she",0.130434782608696,"we_det",0.705882352941176,0.333131262700089,-0.0635547563991409
"him","him","pronoun","pronoun","matrix_clean_seed","personal_masculine","retain","","clear_pronoun_anchor",0.586539038217955,0.413460961782045,"pronoun",0.82692192356409,0.576837994477179,0.819531090744544,0.242693096267365,"her_acc",0.225806451612903,"that",0.666666666666667,0.348843911675583,-0.00816378368695689
"himself","himself","pronoun","pronoun","matrix_clean_seed","personal_masculine","retain","","clear_pronoun_anchor",0.590265349126813,0.409734650873187,"pronoun",0.819469301746373,0.589506740286789,0.824251909681227,0.234745169394438,"herself",0.161290322580645,"somebody",0.707317073170732,0.317017453747106,-0.24277370667242
"his","his","pronoun","pronoun","matrix_clean_seed","personal_masculine","retain","","clear_pronoun_anchor",0.575516341954255,0.424483658045745,"pronoun",0.848967316091491,0.520375705625499,0.742460954799863,0.222085249174365,"mine",0.175,"these",0.555555555555556,0.266783224143646,0.171113717819088
"she","she","pronoun","pronoun","matrix_clean_seed","personal_feminine","retain","","clear_pronoun_anchor",0.569917735961227,0.430082264038773,"pronoun",0.860164528077546,0.584194209094403,0.838641168022429,0.254446958928026,"he",0.130434782608696,"we_det",0.714285714285714,0.353932152639484,-0.0511077259216578
"her_acc","her_acc","pronoun","pronoun","matrix_clean_seed","personal_feminine","retain","","clear_pronoun_anchor",0.588935294061491,0.411064705938509,"pronoun",0.822129411877018,0.547640332620744,0.803481894329746,0.255841561709002,"him",0.225806451612903,"that",0.642857142857143,0.355113425877953,-0.000707141315199245
"her_dep","her_dep","pronoun","pronoun","matrix_clean_seed","personal_feminine","retain","","clear_pronoun_anchor",0.581243213638044,0.418756786361956,"pronoun",0.837513572723912,0.619972178746349,0.805410852290719,0.18543867354437,"my",0.125,"us_det",0.644444444444444,0.213201624633515,0.329912096258672
"hers","hers","pronoun","pronoun","matrix_clean_seed","personal_feminine","retain","","clear_pronoun_anchor",0.601719215523171,0.398280784476829,"pronoun",0.796561568953658,0.52139815018238,0.774644795345361,0.253246645162981,"mine",0.105263157894737,"these",0.608695652173913,0.313964232037809,0.0890648239207375
"herself","herself","pronoun","pronoun","matrix_clean_seed","personal_feminine","retain","","clear_pronoun_anchor",0.601969686709664,0.398030313290336,"pronoun",0.796060626580672,0.576832219290699,0.828017452363495,0.251185233072796,"myself",0.129032258064516,"somebody",0.714285714285714,0.336853613859602,-0.225673425315673
"it_plain","it_plain","pronoun","pronoun","matrix_clean_seed","non_personal_general","retain","","clear_pronoun_anchor",0.531890290928265,0.468109709071735,"pronoun",0.93621941814347,0.637307808789996,0.822018377975105,0.184710569185109,"he",0.32,"that",0.648648648648649,0.277073129792749,-0.0712592860028134
"it_dum","it_dum","pronoun","pronoun","matrix_clean_seed","dummy_outside_system","exclude","Dummy pronoun outside the personhood system.","excluded_item",0.45003804365018,0.54996195634982,"determinative",0.90007608730036,0.787300268322034,0.829408861144298,0.0421085928222642,"it_plain",0.615384615384615,"those",0.727272727272727,0.0614244046597086,-0.0199509681113276
"its","its","pronoun","pronoun","matrix_clean_seed","non_personal_general","retain","","clear_pronoun_anchor",0.542203498109245,0.457796501890755,"pronoun",0.91559300378151,0.615842187387803,0.776709926700197,0.160867739312393,"his",0.404761904761905,"these",0.585365853658537,0.20688206203808,0.10186857601347
"itself","itself","pronoun","pronoun","matrix_clean_seed","non_personal_general","retain","","clear_pronoun_anchor",0.553238408473075,0.446761591526925,"pronoun",0.893523183053849,0.639777459235342,0.809869745527843,0.1700922862925,"himself",0.28125,"something",0.65,0.23336447536248,-0.284141685892339
"I","i","pronoun","pronoun","matrix_clean_seed","personal_epicene","retain","","clear_pronoun_anchor",0.563007435974193,0.436992564025807,"pronoun",0.873985128051615,0.591300535807956,0.847411543792776,0.25611100798482,"she",0.130434782608696,"we_det",0.666666666666667,0.37211151422135,-0.0379563759664746
"me","me","pronoun","pronoun","matrix_clean_seed","personal_epicene","retain","","clear_pronoun_anchor",0.570068004668226,0.429931995331774,"pronoun",0.859863990663547,0.578008025286142,0.826789623493051,0.248781598206909,"her_acc",0.225806451612903,"us_det",0.648648648648649,0.367628489249844,0.0158668162567245
